	MA	gene_name	gene_name2	ensembl-gene	ensembl-transcript
480	MA1102.1	CTCFL	CTCFL	ENSG00000124092	['ENST00000243914', 'ENST00000371196', 'ENST00000422109', 'ENST00000422869', 'ENST00000423479', 'ENST00000426658', 'ENST00000429804', 'ENST00000432255', 'ENST00000433949', 'ENST00000481655', 'ENST00000502686', 'ENST00000539382', 'ENST00000607923', 'ENST00000608108', 'ENST00000608158', 'ENST00000608263', 'ENST00000608425', 'ENST00000608440', 'ENST00000608720', 'ENST00000608858', 'ENST00000608903', 'ENST00000609232']
481	MA1103.1	FOXK2	FOXK2	ENSG00000141568	['ENST00000335255', 'ENST00000473637', 'ENST00000526383', 'ENST00000527313', 'ENST00000529652', 'ENST00000531030', 'ENST00000570585', 'ENST00000571160', 'ENST00000571989', 'ENST00000574694', 'ENST00000575578', 'ENST00000624186']
482	MA1104.1	GATA6	GATA6	ENSG00000141448	['ENST00000269216', 'ENST00000581694']
483	MA1105.1	GRHL2	GRHL2	ENSG00000083307	['ENST00000251808', 'ENST00000395927', 'ENST00000472106', 'ENST00000474338', 'ENST00000517674', 'ENST00000521085', 'ENST00000646743']
484	MA1106.1	HIF1A	HIF1A	ENSG00000100644	['ENST00000323441', 'ENST00000337138', 'ENST00000394997', 'ENST00000539097', 'ENST00000547430', 'ENST00000553999', 'ENST00000555014', 'ENST00000556237', 'ENST00000556827', 'ENST00000557206', 'ENST00000557446', 'ENST00000557538']
485	MA1107.1	KLF9	KLF9	ENSG00000119138	ENST00000377126
486	MA1108.1	MXI1	MXI1	ENSG00000119950	['ENST00000239007', 'ENST00000332674', 'ENST00000361248', 'ENST00000369612', 'ENST00000393134', 'ENST00000442296', 'ENST00000453116', 'ENST00000460667', 'ENST00000484030', 'ENST00000485566', 'ENST00000650644', 'ENST00000650696', 'ENST00000650752', 'ENST00000650810', 'ENST00000650843', 'ENST00000650900', 'ENST00000650952', 'ENST00000651004', 'ENST00000651109', 'ENST00000651112', 'ENST00000651167', 'ENST00000651225', 'ENST00000651318', 'ENST00000651467', 'ENST00000651495', 'ENST00000651516', 'ENST00000651557', 'ENST00000651613', 'ENST00000651811', 'ENST00000651848', 'ENST00000651866', 'ENST00000652028', 'ENST00000652243', 'ENST00000652323', 'ENST00000652463', 'ENST00000652506', 'ENST00000652604', 'ENST00000652649']
487	MA1109.1	NEUROD1	NEUROD1	ENSG00000162992	['ENST00000295108', 'ENST00000496876']
488	MA1110.1	NR1H4	NR1H4	ENSG00000012504	['ENST00000188403', 'ENST00000321046', 'ENST00000392986', 'ENST00000546380', 'ENST00000548621', 'ENST00000548884', 'ENST00000549996', 'ENST00000551184', 'ENST00000551379', 'ENST00000648861', 'ENST00000649582']
489	MA1111.1	NR2F2	NR2F2	ENSG00000185551	['ENST00000394166', 'ENST00000394171', 'ENST00000421109', 'ENST00000453270', 'ENST00000559679']
490	MA1112.1	NR4A1	NR4A1	ENSG00000123358	['ENST00000243050', 'ENST00000360284', 'ENST00000394824', 'ENST00000394825', 'ENST00000478250', 'ENST00000545748', 'ENST00000546842', 'ENST00000547206', 'ENST00000548232', 'ENST00000548733', 'ENST00000548977', 'ENST00000549102', 'ENST00000550082', 'ENST00000550339', 'ENST00000550557', 'ENST00000550582', 'ENST00000550763', 'ENST00000553200', 'ENST00000562373', 'ENST00000564201', 'ENST00000565848', 'ENST00000567890']
491	MA1113.1	PBX2	PBX2	ENSG00000232005	['ENST00000431537', 'ENST00000460888', 'ENST00000473198', 'ENST00000480293', 'ENST00000491147']
492	MA1114.1	PBX3	PBX3	ENSG00000167081	['ENST00000342287', 'ENST00000373482', 'ENST00000373487', 'ENST00000373489', 'ENST00000373492', 'ENST00000428092', 'ENST00000447726', 'ENST00000491160', 'ENST00000491787', 'ENST00000492314', 'ENST00000497091', 'ENST00000538998']
493	MA1115.1	POU5F1	POU5F1	ENSG00000206454	['ENST00000376243', 'ENST00000383524', 'ENST00000489334', 'ENST00000497087', 'ENST00000640651']
494	MA1116.1	RBPJ	RBPJ	ENSG00000168214	['ENST00000342295', 'ENST00000342320', 'ENST00000345843', 'ENST00000348160', 'ENST00000355476', 'ENST00000361572', 'ENST00000504423', 'ENST00000504907', 'ENST00000504938', 'ENST00000505727', 'ENST00000505958', 'ENST00000506903', 'ENST00000506956', 'ENST00000507561', 'ENST00000507574', 'ENST00000509158', 'ENST00000510725', 'ENST00000510778', 'ENST00000511401', 'ENST00000511451', 'ENST00000511546', 'ENST00000512351', 'ENST00000512671', 'ENST00000513182', 'ENST00000514380', 'ENST00000514656', 'ENST00000514675', 'ENST00000514730', 'ENST00000514807', 'ENST00000515023', 'ENST00000515573']
495	MA1117.1	RELB	RELB	ENSG00000104856	['ENST00000221452', 'ENST00000505236', 'ENST00000509229', 'ENST00000509480', 'ENST00000510184', 'ENST00000589972', 'ENST00000625761']
496	MA1118.1	SIX1	SIX1	ENSG00000126778	['ENST00000247182', 'ENST00000553535', 'ENST00000554986', 'ENST00000555627', 'ENST00000555955', 'ENST00000645694']
497	MA1119.1	SIX2	SIX2	ENSG00000170577	ENST00000303077
498	MA1120.1	SOX13	SOX13	ENSG00000143842	['ENST00000272193', 'ENST00000367203', 'ENST00000367204', 'ENST00000480326', 'ENST00000525258', 'ENST00000525442', 'ENST00000528591', 'ENST00000530882', 'ENST00000534185', 'ENST00000618875']
499	MA1121.1	TEAD2	TEAD2	ENSG00000074219	['ENST00000311227', 'ENST00000377214', 'ENST00000539846', 'ENST00000593945', 'ENST00000595233', 'ENST00000596757', 'ENST00000598397', 'ENST00000598810', 'ENST00000598823', 'ENST00000601519']
500	MA1122.1	TFDP1	TFDP1	ENSG00000198176	['ENST00000375370', 'ENST00000408980', 'ENST00000453989', 'ENST00000464794', 'ENST00000465174', 'ENST00000475254', 'ENST00000494812', 'ENST00000544902']
501	MA1123.1	TWIST1	TWIST1	ENSG00000122691	['ENST00000242261', 'ENST00000354571', 'ENST00000443687']
502	MA1124.1	ZNF24	ZNF24	ENSG00000172466	['ENST00000261332', 'ENST00000399061', 'ENST00000589539', 'ENST00000589881', 'ENST00000590140', 'ENST00000593130']
503	MA1125.1	ZNF384	ZNF384	ENSG00000126746	['ENST00000319770', 'ENST00000355772', 'ENST00000361959', 'ENST00000396801', 'ENST00000417772', 'ENST00000436774', 'ENST00000535485', 'ENST00000537248', 'ENST00000537383', 'ENST00000538829', 'ENST00000540915', 'ENST00000542351', 'ENST00000542519', 'ENST00000542605', 'ENST00000544482', 'ENST00000545946']
504	MA1126.1	FOS::JUN(var.2)	FOS	ENSG00000170345	['ENST00000303562', 'ENST00000535987', 'ENST00000554212', 'ENST00000554617', 'ENST00000555242', 'ENST00000555347', 'ENST00000555672', 'ENST00000555686', 'ENST00000556324', 'ENST00000557139']
505	MA1127.1	FOSB::JUN	FOSB	ENSG00000125740	['ENST00000353609', 'ENST00000417353', 'ENST00000443841', 'ENST00000585836', 'ENST00000586113', 'ENST00000586615', 'ENST00000587358', 'ENST00000589593', 'ENST00000590335', 'ENST00000591858', 'ENST00000592436', 'ENST00000592811', 'ENST00000615753']
506	MA1128.1	FOSL1::JUN	FOSL1	ENSG00000175592	['ENST00000312562', 'ENST00000448083', 'ENST00000531493', 'ENST00000532401', 'ENST00000534222']
507	MA1129.1	FOSL1::JUN(var.2)	FOSL1	ENSG00000175592	['ENST00000312562', 'ENST00000448083', 'ENST00000531493', 'ENST00000532401', 'ENST00000534222']
508	MA1130.1	FOSL2::JUN	FOSL2	ENSG00000075426	['ENST00000264716', 'ENST00000379619', 'ENST00000436647', 'ENST00000460736']
509	MA1131.1	FOSL2::JUN(var.2)	FOSL2	ENSG00000075426	['ENST00000264716', 'ENST00000379619', 'ENST00000436647', 'ENST00000460736']
510	MA1132.1	JUN::JUNB	JUN	ENSG00000177606	ENST00000371222
511	MA1133.1	JUN::JUNB(var.2)	JUN	ENSG00000177606	ENST00000371222
512	MA1134.1	FOS::JUNB	FOS	ENSG00000170345	['ENST00000303562', 'ENST00000535987', 'ENST00000554212', 'ENST00000554617', 'ENST00000555242', 'ENST00000555347', 'ENST00000555672', 'ENST00000555686', 'ENST00000556324', 'ENST00000557139']
513	MA1135.1	FOSB::JUNB	FOSB	ENSG00000125740	['ENST00000353609', 'ENST00000417353', 'ENST00000443841', 'ENST00000585836', 'ENST00000586113', 'ENST00000586615', 'ENST00000587358', 'ENST00000589593', 'ENST00000590335', 'ENST00000591858', 'ENST00000592436', 'ENST00000592811', 'ENST00000615753']
514	MA1136.1	FOSB::JUNB(var.2)	FOSB	ENSG00000125740	['ENST00000353609', 'ENST00000417353', 'ENST00000443841', 'ENST00000585836', 'ENST00000586113', 'ENST00000586615', 'ENST00000587358', 'ENST00000589593', 'ENST00000590335', 'ENST00000591858', 'ENST00000592436', 'ENST00000592811', 'ENST00000615753']
515	MA1137.1	FOSL1::JUNB	FOSL1	ENSG00000175592	['ENST00000312562', 'ENST00000448083', 'ENST00000531493', 'ENST00000532401', 'ENST00000534222']
516	MA1138.1	FOSL2::JUNB	FOSL2	ENSG00000075426	['ENST00000264716', 'ENST00000379619', 'ENST00000436647', 'ENST00000460736']
517	MA1139.1	FOSL2::JUNB(var.2)	FOSL2	ENSG00000075426	['ENST00000264716', 'ENST00000379619', 'ENST00000436647', 'ENST00000460736']
518	MA1140.1	JUNB(var.2)	JUNB	ENSG00000171223	ENST00000302754
519	MA1141.1	FOS::JUND	FOS	ENSG00000170345	['ENST00000303562', 'ENST00000535987', 'ENST00000554212', 'ENST00000554617', 'ENST00000555242', 'ENST00000555347', 'ENST00000555672', 'ENST00000555686', 'ENST00000556324', 'ENST00000557139']
520	MA1142.1	FOSL1::JUND	FOSL1	ENSG00000175592	['ENST00000312562', 'ENST00000448083', 'ENST00000531493', 'ENST00000532401', 'ENST00000534222']
521	MA1143.1	FOSL1::JUND(var.2)	FOSL1	ENSG00000175592	['ENST00000312562', 'ENST00000448083', 'ENST00000531493', 'ENST00000532401', 'ENST00000534222']
522	MA1144.1	FOSL2::JUND	FOSL2	ENSG00000075426	['ENST00000264716', 'ENST00000379619', 'ENST00000436647', 'ENST00000460736']
523	MA1145.1	FOSL2::JUND(var.2)	FOSL2	ENSG00000075426	['ENST00000264716', 'ENST00000379619', 'ENST00000436647', 'ENST00000460736']
524	MA1146.1	NR1A4::RXRA	NR1A4		
525	MA1147.1	NR4A2::RXRA	NR4A2	ENSG00000153234	['ENST00000339562', 'ENST00000406048', 'ENST00000409108', 'ENST00000409572', 'ENST00000417764', 'ENST00000417972', 'ENST00000421709', 'ENST00000424077', 'ENST00000426264', 'ENST00000429376']
526	MA1148.1	PPARA::RXRA	PPARA	ENSG00000186951	['ENST00000262735', 'ENST00000402126', 'ENST00000407236', 'ENST00000415785', 'ENST00000420804', 'ENST00000440343', 'ENST00000460086', 'ENST00000481567', 'ENST00000484619', 'ENST00000493286', 'ENST00000496865', 'ENST00000624793']
527	MA1149.1	RARA::RXRG	RARA	ENSG00000131759	['ENST00000254066', 'ENST00000394081', 'ENST00000394086', 'ENST00000394089', 'ENST00000420042', 'ENST00000425707', 'ENST00000475125', 'ENST00000577646', 'ENST00000579727', 'ENST00000582914']
528	MA1150.1	RORB	RORB	ENSG00000198963	['ENST00000376896', 'ENST00000396204']
529	MA1151.1	RORC	RORC	ENSG00000143365	['ENST00000318247', 'ENST00000356728', 'ENST00000480719', 'ENST00000638901', 'ENST00000651025', 'ENST00000651814', 'ENST00000651893', 'ENST00000652040']
530	MA1152.1	SOX15	SOX15	ENSG00000129194	['ENST00000250055', 'ENST00000538513', 'ENST00000570788']
531	MA1154.1	ZNF282	ZNF282	ENSG00000170265	['ENST00000462740', 'ENST00000470381', 'ENST00000479907', 'ENST00000610704']
532	MA1155.1	ZSCAN4	ZSCAN4	ENSG00000180532	['ENST00000318203', 'ENST00000612521']
533	MA1418.1	IRF3	IRF3	ENSG00000126456	['ENST00000309877', 'ENST00000377135', 'ENST00000377139', 'ENST00000442265', 'ENST00000593337', 'ENST00000593818', 'ENST00000593922', 'ENST00000594387', 'ENST00000595034', 'ENST00000595240', 'ENST00000596644', 'ENST00000596756', 'ENST00000596765', 'ENST00000596788', 'ENST00000596822', 'ENST00000597180', 'ENST00000597198', 'ENST00000597369', 'ENST00000597636', 'ENST00000598108', 'ENST00000598808', 'ENST00000599144', 'ENST00000599223', 'ENST00000599680', 'ENST00000600022', 'ENST00000600453', 'ENST00000600911', 'ENST00000601291', 'ENST00000601373', 'ENST00000601809', 'ENST00000602190']
534	MA1419.1	IRF4	IRF4	ENSG00000137265	['ENST00000380956', 'ENST00000468485', 'ENST00000469834', 'ENST00000493114', 'ENST00000495137']
535	MA1420.1	IRF5	IRF5	ENSG00000128604	['ENST00000249375', 'ENST00000357234', 'ENST00000402030', 'ENST00000461416', 'ENST00000464557', 'ENST00000465603', 'ENST00000467002', 'ENST00000473745', 'ENST00000473787', 'ENST00000477535', 'ENST00000479582', 'ENST00000488569', 'ENST00000489702', 'ENST00000613821', 'ENST00000619830', 'ENST00000650798', 'ENST00000652142', 'ENST00000652525']
536	MA1421.1	TCF7L1	TCF7L1	ENSG00000152284	['ENST00000282111', 'ENST00000442813', 'ENST00000490744', 'ENST00000494519']
